240	0.83091
241	0.818258
242	0.994398
243	0.986789
244	0.824492
245	1.1243
246	0.966838
247	0.968774
248	0.97894
249	0.987354
250	2.03945
251	0.875762
252	0.87574
253	0.800336
254	0.813177
255	0.821736
256	0.881332
257	0.869832
258	0.78197
259	0.77475
260	0.979166
261	0.793683
262	0.773741
263	0.745674
264	0.680852
265	0.749718
266	0.710519
267	1.27882
268	0.881297
269	0.944406
270	0.961055
271	0.699485
272	0.741895
273	0.745974
274	0.678235
275	0.786144
276	0.748435
277	1.13969
278	1.29269
279	1.44348
280	1.32224
281	0.851226
282	0.704127
283	0.804273
284	0.969592
285	0.857498
286	1.94498
287	0.742371
288	0.732411
289	1.18399
290	0.65929
291	0.659192
292	0.837239
293	0.837905
294	0.83791
295	0.558566
296	0.536491
297	0.737222
298	0.534733
299	0.580765
300	0.472797
301	0.488416
302	1.10981
303	0.511382
304	0.4848
305	0.483646
306	0.786924
307	0.785364
308	1.12923
309	0.788089
310	1.25938
311	1.29203
312	1.32041
313	1.15164
314	1.33344
315	0.842663
316	1.26018
317	0.712378
318	0.672408
319	1.07203
320	1.03038
321	1.16514
322	1.35304
323	1.39605
324	0.805287
325	0.531332
326	0.466029
327	0.631265
328	0.656021
329	0.979087
330	0.747026
331	0.734645
332	0.766371
333	0.455599
334	0.789165
335	0.626388
336	0.740249
337	0.58252
338	0.453242
339	0.751347
340	0.782708
341	0.434412
342	0.559635
343	0.449034
344	0.809524
345	0.811975
346	0.846535
347	0.594772
348	0.758355
349	0.722814
350	0.99065
351	0.964749
352	1.00803
353	1.02441
354	0.523688
355	0.506505
356	1.45205
357	0.839683
358	0.777161
359	0.779597
360	0.826419
361	0.781606
362	0.697971
363	0.794731
364	0.744828
365	0.741036
366	0.745534
367	0.747078
368	0.749663
369	0.448399
370	0.514359
371	0.509968
372	0.503599
373	0.513469
374	0.478572
375	0.777912
376	1.00375
377	0.452417
378	0.465837
379	0.474886
380	0.425365
381	0.45586
382	0.466756
383	0.760576
384	0.591262
385	0.504431
386	0.504512
387	0.470377
388	0.812223
389	0.347241
390	0.415803
391	0.33059
392	0.345967
393	0.368319
394	0.386949
395	0.685581
396	0.375548
397	0.483975
398	0.377725
399	0.378807
400	0.36505
401	0.394327
402	0.430512
403	0.346266
404	0.437822
405	0.459129
406	0.296615
407	0.29542
408	0.237523
409	0.235244
410	0.253013
411	0.279729
412	0.363223
413	0.270816
414	0.266861
415	0.2492
416	0.290446
417	1.12194
418	0.778115
419	0.243109
420	0.241015
421	0.726446
422	0.381635
423	0.959835
424	0.257941
425	0.243809
426	0.301874
427	0.239742
428	0.233662
429	1.83873
430	0.406
431	0.504837
432	0.436131
433	0.251769
434	0.25137
435	0.291598
436	0.208722
437	0.240263
438	0.291329
439	0.28455
440	0.271699
441	0.219677
442	0.519886
443	0.237723
444	0.190359
445	0.201382
446	0.218362
447	0.306775
448	0.225466
449	0.229252
450	0.255441
451	0.248492
452	0.218519
453	0.221766
454	0.212203
455	0.217074
456	0.217112
457	0.208344
458	0.208816
459	2.46075
460	0.283085
461	0.333615
462	0.304526
463	0.35655
464	0.342581
465	0.215799
466	0.33919
467	0.335754
468	0.27865
469	0.271074
470	0.465072
471	0.260991
472	0.298727
473	0.320668
474	0.328251
475	0.253034
476	0.266699
477	0.298981
478	0.206251
479	0.256476
480	0.309506
481	1.2336
482	0.229291
483	0.192059
484	0.231479
485	0.189727
486	0.26272
487	0.242303
488	0.242345
489	0.1905
490	0.190622
491	0.190214
492	0.190698
493	0.189976
494	0.190484
495	0.190875
496	0.285805
497	0.190831
498	0.305331
499	0.31997
500	0.218353
